name,pos,height,weight,forty_yard,shuttle, vertical_jump,powerball,sparq
Emmanuel Parks,CB,5-11,172,4.81,4.43,28.0,32.0,67.92
Roderick Carson,LB,5-8.5,196,4.88,4.97,30.3,35.5,67.89
Gabe Schrade,TE,6-3,205,5.06,4.66,29.6,34.5,67.83
Gabe Schrade,TE,6-3,205,5.06,4.66,29.6,34.5,67.83
Peter Bodunrin,WR,5-11,170,4.80,4.50,33.6,29.0,67.80
Roddaze Harden,RB,5-6.5,150,4.85,4.22,27.0,31.5,67.74
Terrence Kelley,RB,5-8,214,4.77,4.84,27.1,33.0,67.74
Stephen Skruck,QB,6-1.5,198,5.02,4.40,29.3,31.0,67.74
Bingo Morton,WR,6-2,187,4.80,4.53,27.8,32.0,67.71
Kelvin Mctyre,CB,5-7.5,165,5.05,4.49,32.7,33.5,67.68
Rodney Tennie,CB,5-5,152,4.76,4.44,31.5,30.5,67.59
Houston Barnes,WR,5-11,172,5.07,4.41,28.7,35.0,67.56
Jonathan Jones,WR,5-9,172,4.92,4.75,33.1,34.5,67.53
Tyler Gordon,QB,5-6.5,216,5.31,4.62,27.2,37.0,67.44
Justin Akins,DL,6-3.5,236,5.15,4.69,28.5,33.0,67.44
Jamarcus Scott,WR,5-7,143,4.95,4.46,32.0,34.6,67.41
Jonathan Rhoden,RB,5-10.5,214,5.43,4.44,25.0,37.0,67.26
Amir Williams,WR,5-8.5,157,4.89,4.43,30.1,33.0,67.17
Kelvin Ume,DE,6-1.5,254,5.20,4.75,27.4,33.0,67.17
Jake Adams,QB,6-1.5,231,5.09,4.59,26.5,33.0,67.14
Andreus Holley,RB,5-8.5,214,5.00,4.47,28.6,30.5,67.14
Jermane Conyers,DL,6-2,280,5.51,5.85,28.3,35.5,67.14
Travonte Easley,S,5-10,181,4.95,4.46,33.6,29.0,67.02
Zhane Roberts,LB,5-9.5,216,5.21,4.65,28.7,35.0,66.87
Allen Moss,LB,5-10,207,5.31,4.66,31.1,35.0,66.84
Mae Tron Thomas,RB,5-7.5,163,4.79,4.56,33.6,30.0,66.81
Tyler Browning,WR,5-8.5,165,4.95,4.33,30.2,31.0,66.75
Devin Smith,QB,6-3,168,4.97,4.21,26.3,31.5,66.75
Brandon Clarke,RB,5-7.5,185,4.84,4.72,31.9,31.5,66.72
Jordan Harris,OL,6-5,340,5.44,5.05,21.2,31.0,66.69
Say'veon Ford,LB,5-7,187,4.80,4.56,25.6,33.5,66.66
Jabri King,WR,5-9,172,5.04,4.41,30.8,32.5,66.63
Quantavius Cheatham,DL,6-3,271,5.37,5.28,23.9,38.5,66.63
Demetrius Garner,OL,5-10.5,276,5.45,4.87,21.1,38.5,66.63
Jacob Geiman,CB,5-6,157,4.74,4.41,35.5,24.0,66.60
Joshua Cooper,CB,5-7.5,150,4.83,4.39,34.9,28.0,66.51
Chuck Rouse,OL,6-2.5,302,5.60,5.04,22.9,36.0,66.42
Ronald Bailey,DE,6-1,231,5.36,4.72,29.7,34.0,66.33
David Hughley,OL,6-0,271,5.32,5.30,25.2,37.0,66.30
Ja Rius Richardson,LB,5-9,176,4.92,4.38,28.1,31.5,66.27
Thomas Wilson,CB,5-9.5,168,4.88,4.49,32.4,30.5,66.27
Thomas Wilson,CB,5-9.5,168,4.88,4.49,32.4,30.5,66.27
Quinton Johnson,TE,6-4,214,5.15,4.62,28.0,34.5,66.24
Ezavier Curtis,DB,6-1.5,174,4.96,4.66,31.7,34.0,66.15
Aj Cason,WR,5-10,148,4.83,4.35,32.4,29.5,66.12
Jarvis Ruff,WR,6-0,194,5.22,4.40,29.0,33.0,66.12
Dallas Rivers,RB,5-11.5,192,4.86,4.52,28.5,31.0,66.03
Keinan Lewis,WR,6-.5,187,4.86,4.80,29.9,34.0,65.97
Brad Jarreau,WR,5-9,163,4.88,4.50,31.4,31.5,65.85
Dajzon Dukes,WR,6-2,176,4.99,4.43,28.3,33.0,65.85
Garrett Wall,LB,6-0,185,4.91,4.37,26.7,31.0,65.73
Monqavious Johnson,QB,5-10.5,170,5.05,4.36,29.8,32.0,65.64
